pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width,signposted_as,reversed_signposted_as
IDFM:StopPlaceEntrance:50148429:IDFM:463261,IDFM:StopPlaceEntrance:50148429,IDFM:463261,1,1,94.96,120,,,,,
IDFM:StopPlaceEntrance:50148428:IDFM:22042,IDFM:StopPlaceEntrance:50148428,IDFM:22042,1,1,58.69,74,,,,,
IDFM:StopPlaceEntrance:50148428:IDFM:463261,IDFM:StopPlaceEntrance:50148428,IDFM:463261,1,1,50.21,63,,,,,
IDFM:StopPlaceEntrance:50148427:IDFM:22042,IDFM:StopPlaceEntrance:50148427,IDFM:22042,1,1,55.25,70,,,,,
IDFM:StopPlaceEntrance:50148427:IDFM:463261,IDFM:StopPlaceEntrance:50148427,IDFM:463261,1,1,66.65,84,,,,,
IDFM:StopPlaceEntrance:50148426:IDFM:22042,IDFM:StopPlaceEntrance:50148426,IDFM:22042,1,1,47.31,60,,,,,
IDFM:StopPlaceEntrance:50148426:IDFM:463261,IDFM:StopPlaceEntrance:50148426,IDFM:463261,1,1,57.76,73,,,,,
IDFM:StopPlaceEntrance:50148425:IDFM:22042,IDFM:StopPlaceEntrance:50148425,IDFM:22042,1,1,64.59,82,,,,,
IDFM:StopPlaceEntrance:50148425:IDFM:463261,IDFM:StopPlaceEntrance:50148425,IDFM:463261,1,1,49.43,62,,,,,
IDFM:22061:IDFM:StopPlaceEntrance:50148424,IDFM:22061,IDFM:StopPlaceEntrance:50148424,1,0,54.67,69,,,,,
IDFM:463153:IDFM:StopPlaceEntrance:50148424,IDFM:463153,IDFM:StopPlaceEntrance:50148424,1,0,54.67,69,,,,,
IDFM:22062:IDFM:StopPlaceEntrance:50148423,IDFM:22062,IDFM:StopPlaceEntrance:50148423,1,0,57.64,73,,,,,
IDFM:463219:IDFM:StopPlaceEntrance:50148423,IDFM:463219,IDFM:StopPlaceEntrance:50148423,1,0,42.45,54,,,,,
IDFM:StopPlaceEntrance:50148421:IDFM:21999,IDFM:StopPlaceEntrance:50148421,IDFM:21999,1,1,35.38,45,,,,,
IDFM:StopPlaceEntrance:50148421:IDFM:463223,IDFM:StopPlaceEntrance:50148421,IDFM:463223,1,1,36.84,46,,,,,
IDFM:StopPlaceEntrance:50148419:IDFM:21995,IDFM:StopPlaceEntrance:50148419,IDFM:21995,1,1,19.65,25,,,,,
IDFM:StopPlaceEntrance:50148419:IDFM:463192,IDFM:StopPlaceEntrance:50148419,IDFM:463192,1,1,19.65,25,,,,,
IDFM:StopPlaceEntrance:50148418:IDFM:21995,IDFM:StopPlaceEntrance:50148418,IDFM:21995,1,1,41.05,52,,,,,
IDFM:StopPlaceEntrance:50148418:IDFM:463192,IDFM:StopPlaceEntrance:50148418,IDFM:463192,1,1,41.05,52,,,,,
IDFM:21998:IDFM:StopPlaceEntrance:50148417,IDFM:21998,IDFM:StopPlaceEntrance:50148417,1,0,63.01,80,,,,,
IDFM:22128:IDFM:StopPlaceEntrance:50148417,IDFM:22128,IDFM:StopPlaceEntrance:50148417,1,0,25.02,31,,,,,
IDFM:463110:IDFM:StopPlaceEntrance:50148417,IDFM:463110,IDFM:StopPlaceEntrance:50148417,1,0,63.01,80,,,,,
IDFM:463111:IDFM:StopPlaceEntrance:50148417,IDFM:463111,IDFM:StopPlaceEntrance:50148417,1,0,25.02,31,,,,,
IDFM:StopPlaceEntrance:50148416:IDFM:21998,IDFM:StopPlaceEntrance:50148416,IDFM:21998,1,1,39.93,50,,,,,
IDFM:StopPlaceEntrance:50148416:IDFM:22128,IDFM:StopPlaceEntrance:50148416,IDFM:22128,1,1,53.73,68,,,,,
IDFM:StopPlaceEntrance:50148416:IDFM:463110,IDFM:StopPlaceEntrance:50148416,IDFM:463110,1,1,39.93,50,,,,,
IDFM:StopPlaceEntrance:50148416:IDFM:463111,IDFM:StopPlaceEntrance:50148416,IDFM:463111,1,1,53.73,68,,,,,
IDFM:StopPlaceEntrance:50148415:IDFM:21998,IDFM:StopPlaceEntrance:50148415,IDFM:21998,1,1,41.12,52,,,,,
IDFM:StopPlaceEntrance:50148415:IDFM:22128,IDFM:StopPlaceEntrance:50148415,IDFM:22128,1,1,17.98,22,,,,,
IDFM:StopPlaceEntrance:50148415:IDFM:463110,IDFM:StopPlaceEntrance:50148415,IDFM:463110,1,1,41.12,52,,,,,
IDFM:StopPlaceEntrance:50148415:IDFM:463111,IDFM:StopPlaceEntrance:50148415,IDFM:463111,1,1,17.98,22,,,,,
IDFM:StopPlaceEntrance:50148414:IDFM:21998,IDFM:StopPlaceEntrance:50148414,IDFM:21998,1,1,27.65,35,,,,,
IDFM:StopPlaceEntrance:50148414:IDFM:22128,IDFM:StopPlaceEntrance:50148414,IDFM:22128,1,1,12.52,15,,,,,
IDFM:StopPlaceEntrance:50148414:IDFM:463110,IDFM:StopPlaceEntrance:50148414,IDFM:463110,1,1,27.65,35,,,,,
IDFM:StopPlaceEntrance:50148414:IDFM:463111,IDFM:StopPlaceEntrance:50148414,IDFM:463111,1,1,12.52,15,,,,,
IDFM:StopPlaceEntrance:50148413:IDFM:21998,IDFM:StopPlaceEntrance:50148413,IDFM:21998,1,1,16.99,21,,,,,
IDFM:StopPlaceEntrance:50148413:IDFM:22128,IDFM:StopPlaceEntrance:50148413,IDFM:22128,1,1,24.34,31,,,,,
IDFM:StopPlaceEntrance:50148413:IDFM:463110,IDFM:StopPlaceEntrance:50148413,IDFM:463110,1,1,16.99,21,,,,,
IDFM:StopPlaceEntrance:50148413:IDFM:463111,IDFM:StopPlaceEntrance:50148413,IDFM:463111,1,1,24.34,31,,,,,
IDFM:StopPlaceEntrance:50148412:IDFM:21998,IDFM:StopPlaceEntrance:50148412,IDFM:21998,1,1,14,17,,,,,
IDFM:StopPlaceEntrance:50148412:IDFM:22128,IDFM:StopPlaceEntrance:50148412,IDFM:22128,1,1,52,66,,,,,
IDFM:StopPlaceEntrance:50148412:IDFM:463110,IDFM:StopPlaceEntrance:50148412,IDFM:463110,1,1,14,17,,,,,
IDFM:StopPlaceEntrance:50148412:IDFM:463111,IDFM:StopPlaceEntrance:50148412,IDFM:463111,1,1,52,66,,,,,
IDFM:StopPlaceEntrance:50148410:IDFM:21996,IDFM:StopPlaceEntrance:50148410,IDFM:21996,1,1,41.5,52,,,,,
IDFM:StopPlaceEntrance:50148410:IDFM:463187,IDFM:StopPlaceEntrance:50148410,IDFM:463187,1,1,17.77,22,,,,,
IDFM:StopPlaceEntrance:50148409:IDFM:21996,IDFM:StopPlaceEntrance:50148409,IDFM:21996,1,1,11.17,14,,,,,
IDFM:StopPlaceEntrance:50148409:IDFM:463187,IDFM:StopPlaceEntrance:50148409,IDFM:463187,1,1,25.42,32,,,,,
IDFM:StopPlaceEntrance:50148408:IDFM:21996,IDFM:StopPlaceEntrance:50148408,IDFM:21996,1,1,34.02,43,,,,,
IDFM:StopPlaceEntrance:50148408:IDFM:463187,IDFM:StopPlaceEntrance:50148408,IDFM:463187,1,1,18.03,22,,,,,
IDFM:StopPlaceEntrance:50148405:IDFM:21902,IDFM:StopPlaceEntrance:50148405,IDFM:21902,1,1,182.16,232,,,,,
IDFM:StopPlaceEntrance:50148405:IDFM:21903,IDFM:StopPlaceEntrance:50148405,IDFM:21903,1,1,133.16,169,,,,,
IDFM:StopPlaceEntrance:50148405:IDFM:21918,IDFM:StopPlaceEntrance:50148405,IDFM:21918,1,1,107.37,136,,,,,
IDFM:StopPlaceEntrance:50148405:IDFM:21937,IDFM:StopPlaceEntrance:50148405,IDFM:21937,1,1,171.76,218,,,,,
IDFM:StopPlaceEntrance:50148405:IDFM:22199,IDFM:StopPlaceEntrance:50148405,IDFM:22199,1,1,103.16,131,,,,,
IDFM:StopPlaceEntrance:50148405:IDFM:462946,IDFM:StopPlaceEntrance:50148405,IDFM:462946,1,1,178.66,227,,,,,
IDFM:StopPlaceEntrance:50148405:IDFM:462960,IDFM:StopPlaceEntrance:50148405,IDFM:462960,1,1,178.57,227,,,,,
IDFM:StopPlaceEntrance:50148405:IDFM:462961,IDFM:StopPlaceEntrance:50148405,IDFM:462961,1,1,136.88,174,,,,,
IDFM:StopPlaceEntrance:50148405:IDFM:462962,IDFM:StopPlaceEntrance:50148405,IDFM:462962,1,1,105.53,134,,,,,
IDFM:StopPlaceEntrance:50148405:IDFM:462963,IDFM:StopPlaceEntrance:50148405,IDFM:462963,1,1,102.47,130,,,,,
IDFM:StopPlaceEntrance:50148404:IDFM:21994,IDFM:StopPlaceEntrance:50148404,IDFM:21994,1,1,134.41,171,,,,,
IDFM:StopPlaceEntrance:50148404:IDFM:21997,IDFM:StopPlaceEntrance:50148404,IDFM:21997,1,1,141.59,180,,,,,
IDFM:StopPlaceEntrance:50148404:IDFM:463108,IDFM:StopPlaceEntrance:50148404,IDFM:463108,1,1,141.73,180,,,,,
IDFM:StopPlaceEntrance:50148404:IDFM:463122,IDFM:StopPlaceEntrance:50148404,IDFM:463122,1,1,140.94,179,,,,,
IDFM:StopPlaceEntrance:50148400:IDFM:21994,IDFM:StopPlaceEntrance:50148400,IDFM:21994,1,1,97.25,123,,,,,
IDFM:StopPlaceEntrance:50148400:IDFM:21997,IDFM:StopPlaceEntrance:50148400,IDFM:21997,1,1,75.32,95,,,,,
IDFM:StopPlaceEntrance:50148400:IDFM:463108,IDFM:StopPlaceEntrance:50148400,IDFM:463108,1,1,78.92,100,,,,,
IDFM:StopPlaceEntrance:50148400:IDFM:463122,IDFM:StopPlaceEntrance:50148400,IDFM:463122,1,1,98.21,125,,,,,
IDFM:StopPlaceEntrance:50148399:IDFM:21992,IDFM:StopPlaceEntrance:50148399,IDFM:21992,1,1,29.46,37,,,,,
IDFM:StopPlaceEntrance:50148399:IDFM:462945,IDFM:StopPlaceEntrance:50148399,IDFM:462945,1,1,29.46,37,,,,,
IDFM:StopPlaceEntrance:50148398:IDFM:21992,IDFM:StopPlaceEntrance:50148398,IDFM:21992,1,1,165.03,210,,,,,
IDFM:StopPlaceEntrance:50148398:IDFM:462945,IDFM:StopPlaceEntrance:50148398,IDFM:462945,1,1,165.03,210,,,,,
IDFM:StopPlaceEntrance:50148396:IDFM:21992,IDFM:StopPlaceEntrance:50148396,IDFM:21992,1,1,23.83,30,,,,,
IDFM:StopPlaceEntrance:50148396:IDFM:462945,IDFM:StopPlaceEntrance:50148396,IDFM:462945,1,1,23.83,30,,,,,
IDFM:StopPlaceEntrance:50148395:IDFM:21990,IDFM:StopPlaceEntrance:50148395,IDFM:21990,1,1,161.03,205,,,,,
IDFM:StopPlaceEntrance:50148395:IDFM:22091,IDFM:StopPlaceEntrance:50148395,IDFM:22091,1,1,115.72,147,,,,,
IDFM:StopPlaceEntrance:50148395:IDFM:463061,IDFM:StopPlaceEntrance:50148395,IDFM:463061,1,1,170.3,216,,,,,
IDFM:StopPlaceEntrance:50148395:IDFM:463080,IDFM:StopPlaceEntrance:50148395,IDFM:463080,1,1,115.72,147,,,,,
IDFM:StopPlaceEntrance:50148393:IDFM:21990,IDFM:StopPlaceEntrance:50148393,IDFM:21990,1,1,43.79,55,,,,,
IDFM:StopPlaceEntrance:50148393:IDFM:22091,IDFM:StopPlaceEntrance:50148393,IDFM:22091,1,1,63.77,81,,,,,
IDFM:StopPlaceEntrance:50148393:IDFM:463061,IDFM:StopPlaceEntrance:50148393,IDFM:463061,1,1,42.14,53,,,,,
IDFM:StopPlaceEntrance:50148393:IDFM:463080,IDFM:StopPlaceEntrance:50148393,IDFM:463080,1,1,63.77,81,,,,,
IDFM:StopPlaceEntrance:50148392:IDFM:21990,IDFM:StopPlaceEntrance:50148392,IDFM:21990,1,1,13.88,17,,,,,
IDFM:StopPlaceEntrance:50148392:IDFM:22091,IDFM:StopPlaceEntrance:50148392,IDFM:22091,1,1,58.16,74,,,,,
IDFM:StopPlaceEntrance:50148392:IDFM:463061,IDFM:StopPlaceEntrance:50148392,IDFM:463061,1,1,9.22,11,,,,,
IDFM:StopPlaceEntrance:50148392:IDFM:463080,IDFM:StopPlaceEntrance:50148392,IDFM:463080,1,1,58.16,74,,,,,
IDFM:StopPlaceEntrance:50148391:IDFM:21982,IDFM:StopPlaceEntrance:50148391,IDFM:21982,1,1,36.57,46,,,,,
IDFM:StopPlaceEntrance:50148390:IDFM:21982,IDFM:StopPlaceEntrance:50148390,IDFM:21982,1,1,36.57,46,,,,,
IDFM:StopPlaceEntrance:50148389:IDFM:21982,IDFM:StopPlaceEntrance:50148389,IDFM:21982,1,1,16.37,20,,,,,
IDFM:StopPlaceEntrance:50148385:IDFM:21989,IDFM:StopPlaceEntrance:50148385,IDFM:21989,1,1,73.81,94,,,,,
IDFM:StopPlaceEntrance:50148385:IDFM:463136,IDFM:StopPlaceEntrance:50148385,IDFM:463136,1,1,73.81,94,,,,,
IDFM:StopPlaceEntrance:50148384:IDFM:21989,IDFM:StopPlaceEntrance:50148384,IDFM:21989,1,1,75.64,96,,,,,
IDFM:StopPlaceEntrance:50148384:IDFM:463136,IDFM:StopPlaceEntrance:50148384,IDFM:463136,1,1,75.64,96,,,,,
IDFM:StopPlaceEntrance:50148383:IDFM:21989,IDFM:StopPlaceEntrance:50148383,IDFM:21989,1,1,71.8,91,,,,,
IDFM:StopPlaceEntrance:50148383:IDFM:463136,IDFM:StopPlaceEntrance:50148383,IDFM:463136,1,1,71.8,91,,,,,
IDFM:StopPlaceEntrance:50148380:IDFM:21974,IDFM:StopPlaceEntrance:50148380,IDFM:21974,1,1,129.87,165,,,,,
IDFM:StopPlaceEntrance:50148380:IDFM:463234,IDFM:StopPlaceEntrance:50148380,IDFM:463234,1,1,129.75,165,,,,,
IDFM:StopPlaceEntrance:50148379:IDFM:21974,IDFM:StopPlaceEntrance:50148379,IDFM:21974,1,1,67.09,85,,,,,
IDFM:StopPlaceEntrance:50148379:IDFM:463234,IDFM:StopPlaceEntrance:50148379,IDFM:463234,1,1,46.18,58,,,,,
IDFM:StopPlaceEntrance:50148378:IDFM:21974,IDFM:StopPlaceEntrance:50148378,IDFM:21974,1,1,100.69,128,,,,,
IDFM:StopPlaceEntrance:50148378:IDFM:463234,IDFM:StopPlaceEntrance:50148378,IDFM:463234,1,1,111.16,141,,,,,
IDFM:21971:IDFM:StopPlaceEntrance:50148376,IDFM:21971,IDFM:StopPlaceEntrance:50148376,1,0,73.75,93,,,,,
IDFM:StopPlaceEntrance:50148373:IDFM:21986,IDFM:StopPlaceEntrance:50148373,IDFM:21986,1,1,46,58,,,,,
IDFM:StopPlaceEntrance:50148373:IDFM:463076,IDFM:StopPlaceEntrance:50148373,IDFM:463076,1,1,28.16,35,,,,,
IDFM:StopPlaceEntrance:50148372:IDFM:21986,IDFM:StopPlaceEntrance:50148372,IDFM:21986,1,1,20.57,26,,,,,
IDFM:StopPlaceEntrance:50148372:IDFM:463076,IDFM:StopPlaceEntrance:50148372,IDFM:463076,1,1,26.83,34,,,,,
IDFM:StopPlaceEntrance:50148371:IDFM:21987,IDFM:StopPlaceEntrance:50148371,IDFM:21987,1,1,14.99,19,,,,,
IDFM:StopPlaceEntrance:50148371:IDFM:463124,IDFM:StopPlaceEntrance:50148371,IDFM:463124,1,1,19.59,24,,,,,
IDFM:StopPlaceEntrance:50148370:IDFM:21987,IDFM:StopPlaceEntrance:50148370,IDFM:21987,1,1,18.41,23,,,,,
IDFM:StopPlaceEntrance:50148370:IDFM:463124,IDFM:StopPlaceEntrance:50148370,IDFM:463124,1,1,16.14,20,,,,,
IDFM:21969:IDFM:StopPlaceEntrance:50148368,IDFM:21969,IDFM:StopPlaceEntrance:50148368,1,0,44.91,57,,,,,
IDFM:22162:IDFM:StopPlaceEntrance:50148368,IDFM:22162,IDFM:StopPlaceEntrance:50148368,1,0,72.88,92,,,,,
IDFM:22183:IDFM:StopPlaceEntrance:50148368,IDFM:22183,IDFM:StopPlaceEntrance:50148368,1,0,40.95,52,,,,,
IDFM:463194:IDFM:StopPlaceEntrance:50148368,IDFM:463194,IDFM:StopPlaceEntrance:50148368,1,0,69.06,87,,,,,
IDFM:463201:IDFM:StopPlaceEntrance:50148368,IDFM:463201,IDFM:StopPlaceEntrance:50148368,1,0,48.6,61,,,,,
IDFM:463202:IDFM:StopPlaceEntrance:50148368,IDFM:463202,IDFM:StopPlaceEntrance:50148368,1,0,40.3,51,,,,,
IDFM:StopPlaceEntrance:50148367:IDFM:21979,IDFM:StopPlaceEntrance:50148367,IDFM:21979,1,1,31.84,40,,,,,
IDFM:StopPlaceEntrance:50148367:IDFM:463315,IDFM:StopPlaceEntrance:50148367,IDFM:463315,1,1,36.86,46,,,,,
IDFM:StopPlaceEntrance:50148366:IDFM:21979,IDFM:StopPlaceEntrance:50148366,IDFM:21979,1,1,30.08,38,,,,,
IDFM:StopPlaceEntrance:50148366:IDFM:463315,IDFM:StopPlaceEntrance:50148366,IDFM:463315,1,1,27.84,35,,,,,
IDFM:StopPlaceEntrance:50148365:IDFM:21970,IDFM:StopPlaceEntrance:50148365,IDFM:21970,1,1,31.26,39,,,,,
IDFM:StopPlaceEntrance:50148365:IDFM:22229,IDFM:StopPlaceEntrance:50148365,IDFM:22229,1,1,18.2,23,,,,,
IDFM:StopPlaceEntrance:50148365:IDFM:463083,IDFM:StopPlaceEntrance:50148365,IDFM:463083,1,1,19.59,24,,,,,
IDFM:StopPlaceEntrance:50148365:IDFM:463084,IDFM:StopPlaceEntrance:50148365,IDFM:463084,1,1,39.5,50,,,,,
IDFM:StopPlaceEntrance:50148364:IDFM:21970,IDFM:StopPlaceEntrance:50148364,IDFM:21970,1,1,36.16,46,,,,,
IDFM:StopPlaceEntrance:50148364:IDFM:22229,IDFM:StopPlaceEntrance:50148364,IDFM:22229,1,1,44.38,56,,,,,
IDFM:StopPlaceEntrance:50148364:IDFM:463083,IDFM:StopPlaceEntrance:50148364,IDFM:463083,1,1,42.19,53,,,,,
IDFM:StopPlaceEntrance:50148364:IDFM:463084,IDFM:StopPlaceEntrance:50148364,IDFM:463084,1,1,29.35,37,,,,,
IDFM:StopPlaceEntrance:50148360:IDFM:21973,IDFM:StopPlaceEntrance:50148360,IDFM:21973,1,1,43.81,55,,,,,
IDFM:StopPlaceEntrance:50148360:IDFM:462994,IDFM:StopPlaceEntrance:50148360,IDFM:462994,1,1,43.81,55,,,,,
IDFM:21973:IDFM:StopPlaceEntrance:50148359,IDFM:21973,IDFM:StopPlaceEntrance:50148359,1,0,11.01,14,,,,,
IDFM:462994:IDFM:StopPlaceEntrance:50148359,IDFM:462994,IDFM:StopPlaceEntrance:50148359,1,0,11.01,14,,,,,
IDFM:StopPlaceEntrance:50148358:IDFM:21975,IDFM:StopPlaceEntrance:50148358,IDFM:21975,1,1,26.1,33,,,,,
IDFM:StopPlaceEntrance:50148358:IDFM:463237,IDFM:StopPlaceEntrance:50148358,IDFM:463237,1,1,31.16,39,,,,,
IDFM:StopPlaceEntrance:50148357:IDFM:21975,IDFM:StopPlaceEntrance:50148357,IDFM:21975,1,1,18.97,24,,,,,
IDFM:StopPlaceEntrance:50148357:IDFM:463237,IDFM:StopPlaceEntrance:50148357,IDFM:463237,1,1,13.53,17,,,,,
IDFM:21975:IDFM:StopPlaceEntrance:50148356,IDFM:21975,IDFM:StopPlaceEntrance:50148356,1,0,24.51,31,,,,,
IDFM:463237:IDFM:StopPlaceEntrance:50148356,IDFM:463237,IDFM:StopPlaceEntrance:50148356,1,0,33.5,42,,,,,
IDFM:StopPlaceEntrance:50148355:IDFM:21984,IDFM:StopPlaceEntrance:50148355,IDFM:21984,1,1,14.85,18,,,,,
IDFM:StopPlaceEntrance:50148355:IDFM:463141,IDFM:StopPlaceEntrance:50148355,IDFM:463141,1,1,14.85,18,,,,,
IDFM:StopPlaceEntrance:50148354:IDFM:21984,IDFM:StopPlaceEntrance:50148354,IDFM:21984,1,1,40.21,51,,,,,
IDFM:StopPlaceEntrance:50148354:IDFM:463141,IDFM:StopPlaceEntrance:50148354,IDFM:463141,1,1,40.21,51,,,,,
IDFM:StopPlaceEntrance:50148349:IDFM:21967,IDFM:StopPlaceEntrance:50148349,IDFM:21967,1,1,84.15,107,,,,,
IDFM:StopPlaceEntrance:50148349:IDFM:21981,IDFM:StopPlaceEntrance:50148349,IDFM:21981,1,1,54.53,69,,,,,
IDFM:StopPlaceEntrance:50148349:IDFM:463023,IDFM:StopPlaceEntrance:50148349,IDFM:463023,1,1,54.53,69,,,,,
IDFM:StopPlaceEntrance:50148349:IDFM:463024,IDFM:StopPlaceEntrance:50148349,IDFM:463024,1,1,84.15,107,,,,,
IDFM:StopPlaceEntrance:50148348:IDFM:21967,IDFM:StopPlaceEntrance:50148348,IDFM:21967,1,1,189.72,241,,,,,
IDFM:StopPlaceEntrance:50148348:IDFM:21981,IDFM:StopPlaceEntrance:50148348,IDFM:21981,1,1,153.92,196,,,,,
IDFM:StopPlaceEntrance:50148348:IDFM:463023,IDFM:StopPlaceEntrance:50148348,IDFM:463023,1,1,153.92,196,,,,,
IDFM:StopPlaceEntrance:50148348:IDFM:463024,IDFM:StopPlaceEntrance:50148348,IDFM:463024,1,1,189.72,241,,,,,
IDFM:StopPlaceEntrance:50148347:IDFM:21941,IDFM:StopPlaceEntrance:50148347,IDFM:21941,1,1,61,77,,,,,
IDFM:StopPlaceEntrance:50148347:IDFM:463221,IDFM:StopPlaceEntrance:50148347,IDFM:463221,1,1,43.92,55,,,,,
IDFM:StopPlaceEntrance:50148346:IDFM:21941,IDFM:StopPlaceEntrance:50148346,IDFM:21941,1,1,59.01,75,,,,,
IDFM:StopPlaceEntrance:50148346:IDFM:463221,IDFM:StopPlaceEntrance:50148346,IDFM:463221,1,1,61.65,78,,,,,
IDFM:StopPlaceEntrance:50148344:IDFM:21941,IDFM:StopPlaceEntrance:50148344,IDFM:21941,1,1,23.76,30,,,,,
IDFM:StopPlaceEntrance:50148344:IDFM:463221,IDFM:StopPlaceEntrance:50148344,IDFM:463221,1,1,40.74,51,,,,,
IDFM:StopPlaceEntrance:50148343:IDFM:21941,IDFM:StopPlaceEntrance:50148343,IDFM:21941,1,1,61.73,78,,,,,
IDFM:StopPlaceEntrance:50148343:IDFM:463221,IDFM:StopPlaceEntrance:50148343,IDFM:463221,1,1,45.73,58,,,,,
IDFM:StopPlaceEntrance:50148342:IDFM:21943,IDFM:StopPlaceEntrance:50148342,IDFM:21943,1,1,34.67,44,,,,,
IDFM:StopPlaceEntrance:50148342:IDFM:463176,IDFM:StopPlaceEntrance:50148342,IDFM:463176,1,1,34.67,44,,,,,
IDFM:StopPlaceEntrance:50148340:IDFM:21943,IDFM:StopPlaceEntrance:50148340,IDFM:21943,1,1,24.29,30,,,,,
IDFM:StopPlaceEntrance:50148340:IDFM:463176,IDFM:StopPlaceEntrance:50148340,IDFM:463176,1,1,24.29,30,,,,,
IDFM:StopPlaceEntrance:50148339:IDFM:21943,IDFM:StopPlaceEntrance:50148339,IDFM:21943,1,1,61.24,78,,,,,
IDFM:StopPlaceEntrance:50148339:IDFM:463176,IDFM:StopPlaceEntrance:50148339,IDFM:463176,1,1,61.24,78,,,,,
IDFM:StopPlaceEntrance:50148337:IDFM:21942,IDFM:StopPlaceEntrance:50148337,IDFM:21942,1,1,107.43,136,,,,,
IDFM:StopPlaceEntrance:50148337:IDFM:463053,IDFM:StopPlaceEntrance:50148337,IDFM:463053,1,1,109.31,139,,,,,
IDFM:StopPlaceEntrance:50148336:IDFM:21913,IDFM:StopPlaceEntrance:50148336,IDFM:21913,1,1,41.86,53,,,,,
IDFM:StopPlaceEntrance:50148336:IDFM:463279,IDFM:StopPlaceEntrance:50148336,IDFM:463279,1,1,39.88,50,,,,,
IDFM:StopPlaceEntrance:50148335:IDFM:21913,IDFM:StopPlaceEntrance:50148335,IDFM:21913,1,1,26.57,33,,,,,
IDFM:StopPlaceEntrance:50148335:IDFM:463279,IDFM:StopPlaceEntrance:50148335,IDFM:463279,1,1,31.85,40,,,,,
IDFM:StopPlaceEntrance:50148334:IDFM:21913,IDFM:StopPlaceEntrance:50148334,IDFM:21913,1,1,32.17,40,,,,,
IDFM:StopPlaceEntrance:50148334:IDFM:463279,IDFM:StopPlaceEntrance:50148334,IDFM:463279,1,1,26.21,33,,,,,
IDFM:StopPlaceEntrance:50148333:IDFM:21913,IDFM:StopPlaceEntrance:50148333,IDFM:21913,1,1,22.08,28,,,,,
IDFM:StopPlaceEntrance:50148333:IDFM:463279,IDFM:StopPlaceEntrance:50148333,IDFM:463279,1,1,27.15,34,,,,,
IDFM:StopPlaceEntrance:50148332:IDFM:21936,IDFM:StopPlaceEntrance:50148332,IDFM:21936,1,1,24.02,30,,,,,
IDFM:StopPlaceEntrance:50148332:IDFM:463215,IDFM:StopPlaceEntrance:50148332,IDFM:463215,1,1,15.1,19,,,,,
IDFM:StopPlaceEntrance:50148329:IDFM:25084,IDFM:StopPlaceEntrance:50148329,IDFM:25084,1,1,17.12,21,,,,,
IDFM:StopPlaceEntrance:50148329:IDFM:463039,IDFM:StopPlaceEntrance:50148329,IDFM:463039,1,1,17.12,21,,,,,
IDFM:StopPlaceEntrance:50148328:IDFM:21919,IDFM:StopPlaceEntrance:50148328,IDFM:21919,1,1,78.87,100,,,,,
IDFM:StopPlaceEntrance:50148328:IDFM:22072,IDFM:StopPlaceEntrance:50148328,IDFM:22072,1,1,99.95,127,,,,,
IDFM:StopPlaceEntrance:50148328:IDFM:22073,IDFM:StopPlaceEntrance:50148328,IDFM:22073,1,1,136.35,173,,,,,
IDFM:StopPlaceEntrance:50148328:IDFM:22080,IDFM:StopPlaceEntrance:50148328,IDFM:22080,1,1,121.45,154,,,,,
IDFM:StopPlaceEntrance:50148328:IDFM:462942,IDFM:StopPlaceEntrance:50148328,IDFM:462942,1,1,81.62,103,,,,,
IDFM:StopPlaceEntrance:50148328:IDFM:462943,IDFM:StopPlaceEntrance:50148328,IDFM:462943,1,1,115.95,147,,,,,
IDFM:StopPlaceEntrance:50148328:IDFM:463028,IDFM:StopPlaceEntrance:50148328,IDFM:463028,1,1,140.08,178,,,,,
IDFM:StopPlaceEntrance:50148328:IDFM:463067,IDFM:StopPlaceEntrance:50148328,IDFM:463067,1,1,91.71,116,,,,,
IDFM:22442:IDFM:StopPlaceEntrance:50148326,IDFM:22442,IDFM:StopPlaceEntrance:50148326,1,0,59.09,75,,,,,
IDFM:463298:IDFM:StopPlaceEntrance:50148326,IDFM:463298,IDFM:StopPlaceEntrance:50148326,1,0,57.75,73,,,,,
IDFM:StopPlaceEntrance:50148325:IDFM:22442,IDFM:StopPlaceEntrance:50148325,IDFM:22442,1,1,8.22,10,,,,,
IDFM:StopPlaceEntrance:50148325:IDFM:463298,IDFM:StopPlaceEntrance:50148325,IDFM:463298,1,1,21.9,27,,,,,
IDFM:StopPlaceEntrance:50148323:IDFM:21934,IDFM:StopPlaceEntrance:50148323,IDFM:21934,1,1,103.52,131,,,,,
IDFM:StopPlaceEntrance:50148323:IDFM:463143,IDFM:StopPlaceEntrance:50148323,IDFM:463143,1,1,101.83,129,,,,,
IDFM:StopPlaceEntrance:50148322:IDFM:21934,IDFM:StopPlaceEntrance:50148322,IDFM:21934,1,1,95.32,121,,,,,
IDFM:StopPlaceEntrance:50148322:IDFM:463143,IDFM:StopPlaceEntrance:50148322,IDFM:463143,1,1,95.83,122,,,,,
IDFM:21934:IDFM:StopPlaceEntrance:50148321,IDFM:21934,IDFM:StopPlaceEntrance:50148321,1,0,78.74,100,,,,,
IDFM:463143:IDFM:StopPlaceEntrance:50148321,IDFM:463143,IDFM:StopPlaceEntrance:50148321,1,0,77.91,99,,,,,
IDFM:21934:IDFM:StopPlaceEntrance:50148320,IDFM:21934,IDFM:StopPlaceEntrance:50148320,1,0,78.74,100,,,,,
